Time,Tweet_cleaned,URL,Location
29-04-2020 20:38,"On #PayItForwardDay, we invite you to make a big impact with a small donation Just will empower someone in need with",Not Available,Unknown
29-04-2020 18:54,Hufflepuffen Supporting the USPS rather than a donation,Not Available,Oregon
29-04-2020 21:09,Seniors with their senior signs part If interested in making a donation toward the signs please visit,http,Unknown
29-04-2020 21:12,Day stepping up to the challenge of raising funds to support Marie Curie nurses Every little helps so any,https://t.co/OUUyMWQEqu,UK
29-04-2020 18:29,Moving events online with and Building Blocks your website online donation form or,https://t.co/hM8FtFklqm,"Alexandria, VA"
29-04-2020 18:18,joedownie Took me about seconds to find someone who had donated exactly cents to a union s political,https://t.co/PmFRM2ojLL,"Columbus, OH"
29-04-2020 22:00,Join us on May th for our #DayofGiving. Proceeds benefit our COVID Relief Fund established to provide,https://t.co/8pUGBJai4W,"Cook and Lake Counties, IL"
29-04-2020 18:49,Those affected by the Coronavirus need your help Donate through the below link Or call the,https://t.co/qQ1Kxn7rq4,Unknown
29-04-2020 21:55,WKU Athletics has reported that in case of uncertainty Fans will have the option to transfer your payments to,https://t.co/KtIF9A6i8y,"Bowling Green, KY"
29-04-2020 18:35,Remember to call you nearest donor centre to book an appointment for donation You will receive an SMS as confirmation,Not Available,Unknown
22-04-2020 20:11,Help us Save us in this pandemic,Not Available,Mumbai
29-04-2020 18:23,Please use this page to add your thoughts to JDs memorial or to make a donation to Bluebell Wood in his name The,https://t.co/vVdxeJY3vu,hither or occasionally thither
29-04-2020 21:53,In case you missed it For the safety of our donor community amp in accordance with CDC guidelines all donors are now,Not Available,"Klamath Falls, OR"
29-04-2020 21:10,If you re able to make a donation to help save the programs cut here s the link Also please share the,Not Available,"Austin, TX"
29-04-2020 19:06,adds two Report for America journalists plus an update on our donation drive,https://t.co/HJsn8l3r7J,"New Hampshire, USA"
22-04-2020 20:21,Thalapathy Vijay s huge coronavirus relief donations revealed #ThalapathyVijay,Not Available,Unknown
29-04-2020 19:10,Please consider making a donation to this fundraising campaign to support migrant communities in NYC during these,https://t.co/SUEpKNXPEa,México-Madrid-Austin-Bolivia-NYC-Holanda-Houston
29-04-2020 21:53,Help support your Comox Valley Healthcare Heroes To continue supporting the critical work being done here,https://t.co/lCPAmkceOb,"Comox, British Columbia"
29-04-2020 21:50,go San Antonio Your donation to the is DOUBLED on News and at Join,https://t.co/wmanAlzhQy,in the middle
29-04-2020 18:26,Also whoever just sent me a donation on cashapp Destiny please DM me,Not Available,Unknown
29-04-2020 19:00,Hero s Bridge is working hard to develop programs to support our #veterans! Show your support with a donation,https://t.co/t0vgkZXn6M,"Washington, DC"
29-04-2020 21:54,We are asking for your donations to help our programs financially and help us to continue to help change lives,https://t.co/kagEFFJ1Qs,Unknown
29-04-2020 21:47,WhoGivesACrapTP Great idea anyone has some extra please #plyitforward to families in need on the #Navajo,https://t.co/WmnlXmYppg,Unknown
22-04-2020 22:15,Kudos for your multi pronged donations towards #Corona relief,https://t.co/fIuq62ramJ,"Cochin, India"
29-04-2020 21:56,It s the FINAL COUNTDOWN Join and get us to Till April th will match all,Not Available,Unknown
29-04-2020 19:01,coopermanyorks Send me a donation and match less my cost to buy and send them to a care home of your choice,Not Available,"West Midlands, England"
29-04-2020 20:55,Repackage Fund amp streaming To support new comeback join our streaming teams or donate to,Not Available,"SNSD, Red Velvet, NCT."
29-04-2020 18:27,bigdayofgiving is next Thursday May and did you know that you can schedule your donation now,https://t.co/1hvwyiDhTP,"Sacramento, CA"
29-04-2020 22:04,I was going to close the GoFundMe but I finally got a donation please donate I have been furloughed from my,https://t.co/mDfsMyiQZZ,"California, USA"
29-04-2020 21:03,Please RT On Friday you can text to amp donate to Be part of the,Not Available,Unknown
22-04-2020 22:47,We need help #fire #help #Poland #animals #firefighters #forest #Corona #NationalPark,https://t.co/73ggpAnEOK,Polska
29-04-2020 23:26,#letuscookforacause LONDON FRIENDS Starting tomorrow any orders from palasad over is making a donation to,Not Available,"London, Ontario"
29-04-2020 23:49,hamishpricenz Will he publicly declare a k donation to the British equivalent of Plunket,https://t.co/KA1MH67h61,Unknown
29-04-2020 19:15,Please help us with any donation to feed our friends in need in diesploot #ssvp,https://t.co/M13bTwZtMV,Johannesburg North SA
29-04-2020 20:55,Last year #LuranaShelter provided shelter and support for women amp children fleeing family violence Help,https://t.co/Snb1dLodFI,"Edmonton, Alberta"
29-04-2020 21:08,"Save the date we are taking part in #GivingTuesdayNow, next Tuesday May Your donation made",https://t.co/5NmjqXfykt,"Denver, Colorado"
29-04-2020 18:27,She s got a donation link Buy her a cup of coffee I did,Not Available,Deep in the armpit of America
29-04-2020 21:13,Please donation for us,Not Available,EspaÃ±a
29-04-2020 18:12,Had an amazing experience with my donation today The greeters and staff were so friendly amp welcoming #sharehope,Not Available,"Birmingham, AL"
29-04-2020 18:18,CareafterCombat Donation sent to Mandi,Not Available,"Cambridge, United Kingdom"
29-04-2020 18:32,n Your ever single donation is keeping this #CEI_CovidResponse alive Please support us CEI Bank Account,https://t.co/P8Uac6uROj,Unknown
29-04-2020 21:18,StElizFdn Is a cash donation helpful,Not Available,"Vancouver, Kelowna, Okanagan"
29-04-2020 18:15,Today is #NationalWishDay! Please help me celebrate Make a th anniversary by donating I need people to,Not Available,"Nashville, TN"
29-04-2020 18:12,Online shopping from your sofa You could also be helping BelEve UK raise much needed funds for FREE with Over,Not Available,Unknown
29-04-2020 18:52,Lessons from next door on how NOT to use #COVID19Ethiopia emergency funds Let s keeping following the progress on,Not Available,Unknown
22-04-2020 21:10,Thank you for your great support of my charity YoungWings in these challenging #Corona times,Not Available,In Your Life.
29-04-2020 21:09,We are committed to helping children and families develop safe and stable lives in #SanDiego. Help us continue,https://t.co/X5VYx7Snwy,"San Diego, CA"
29-04-2020 18:31,days until #GivingTuesdayNow! Can you help support our mission to prevent drug use and promote sustained,https://t.co/XLF4XxtdA6,"St Petersburg, FL"
27-04-2020 05:59,Exhibition Goes Virtual Corona Fundraiser my books and art to fight COVID Hashtag #cps_d2c SURVIVE THE,Not Available,"Melbourne, Australia"
29-04-2020 21:06,This weekend during I m doing a charity stream for in prep for #GivingTuesdayNow. I have,Not Available,Canada
29-04-2020 19:05,Thank you for your kind donation to our Team #ThankYouOrl,https://t.co/QFIapfZdU8,"Hollywood, FL"
29-04-2020 18:51,made a donation to the Canadian Red Cross Stronger Together Nova Scotia Fund to support the immediate,Not Available,Toronto East
29-04-2020 18:30,Elderly people form Mbare Highfield and Glenview benefited Salvation Army donation of basic commodities,https://t.co/J11lHZTbqv,Unknown
29-04-2020 21:00,Support the essential workers at while supporting local restaurants by making a donation to,https://t.co/FOHFTVIeLu,"Lakeview, Chicago, IL"
22-04-2020 20:22,Thank you SO much to the for helping #CCBQ sort grab and go food bags We appreciate all of your #dedication,Not Available,USA
29-04-2020 21:55,We re proud to kick start the appeal with a donation from National Grid Ventures to help,Not Available,London
29-04-2020 20:56,Seniors with their senior signs part If interested in making a donation toward the signs please,https://t.co/XMC2NX9T4O,"Hathorne, MA"
29-04-2020 23:40,Elizabeth is Out of Work due to COVID and cannot afford groceries Can you help with a or donation DONATE,Not Available,Unknown
29-04-2020 19:04,Jerd donation alert,Not Available,Unknown
29-04-2020 18:28,Here is the link to join free or donation based to keep the independent bookstore in business only if you want,https,Los Angeles
29-04-2020 18:15,A very welcome donation to support our services from He pledged to donate a percentage of his,https://t.co/no6Jf7IQEy,Coventry
29-04-2020 18:21,On May th please consider a donation to The Village Network where your charity dollars have IMPACT on the life,https://t.co/F06L9ZjTkj,"Wooster, Ohio"
22-04-2020 21:51,Every kit prepared is a life saved from starvation Support students and migrant families by donating a ration,Not Available,"Pune, India"
29-04-2020 18:17,Hanigsberg Amazing Just sent a donation,Not Available,"Toronto, ON"
29-04-2020 19:01,BHoF is facing our biggest challenge and we need your help Please go to today to,https://t.co/PrsQGDc1Gl,"Las Vegas, NV"
29-04-2020 21:46,the prices listed are the suggested MINIMUM donation for my labor but you are more than welcome to donate more if you,Not Available,"North Miami, FL"
22-04-2020 20:13,#ThalapathyVijay makes a generous donation of crores towards #CoronaReliefFund supports all the South Indian,Not Available,Unknown
29-04-2020 21:10,Please help us thank our first responders More information is provided in the link attached,https://,"Illinois, USA"
22-04-2020 22:04,Almost a thousand Bengali students are stuck in Kota Rajasthan right now They need your help to return back to their,Not Available,Kolkata
29-04-2020 21:52,nycgov PadmaLakshmi is right let s help each other If you re able to a donation to the NYCMayorsFund can,https://t.co/kpcuYfjJhQ,"Beach 37th Street, New York"
29-04-2020 21:02,Thank you to ALL our front line workers To show our appreciation we would like to spread the love by offering a,Not Available,"Ontario, Canada"
22-04-2020 20:32,Let them eat ice cream queen Pelosi admits delaying additional funds for coronavirus small business loans #corona,Not Available,"Lumberton, TX"
29-04-2020 20:53,TeePublic is now offering non medical masks for use during the pandemic Every sale will help with the donation of,Not Available,"Pittsburgh, PA"
29-04-2020 18:36,Gates gave big donation to who so they would call this corona virus a pandemic so he could,Not Available,Pinterest #CDCwhistleblower
29-04-2020 21:36,maddogpac Done with a donation I wish or would step in and help the Navaho Nation with,https://t.co/VLW22MMtwK,Unknown
29-04-2020 18:49,Although it s not been quite long enough since my last donation to donate again I was still happy to stop by our,Not Available,"Ellicott City, MD"
29-04-2020 18:30,The National MS Society is working hard to change lives for the better Donate today to be a part of the,https://t.co/9v7wNsGV3m,Unknown
29-04-2020 18:10,Instagram launches live fundraisers for nonprofits Live streamed fundraisers are similar to other donation,https://t.co/A64Gjf705Z,"Kansas City, MO"
29-04-2020 18:53,Thank you for supporting us Each and every donation counts and helps us to serve vulnerable people in the region In,Not Available,"Brampton, Ontario Canada"
29-04-2020 21:44,You can make a donation to #BoiseDev directly though the amount isn t tax deductible,https://t.co/tP9wL6zuf3,"Boise, ID"
29-04-2020 18:14,We would like to carry on showing our appreciation by supporting We encourage anyone who can to,https://t.co/5M4Lt7JZRh,London Kings Cross
29-04-2020 18:13,Rajilavak would have sense if the thread went viral and then a reply was added with the link seeking donation,Not Available,Wilderness
29-04-2020 21:33,There s only one day left of our #BeethovenTransformed Crowdfunder We ve reached our original target but if you,Not Available,"Malton, England"
27-04-2020 07:53,More than million people have filed for unemployment in the #US Read all about the effects of #Covid_19 on,https://t.co/orj9iSZt7I,"San Jose, US"
29-04-2020 18:12,asked and we Join us for Jimmy Fund Bingo hosted by on at pm Families amp supporters of,Not Available,boston ma
